,Power (hp),Engine cylinder,Bore (mm),Stroke (mm),Cooling system,Transmission type
7225,64.0,V2,88.0,61.5,Air,Chain
7227,73.0,V2,80.0,74.4,Air,Chain
7228,73.0,V2,80.0,74.4,Air,Chain
7229,73.0,V2,80.0,74.4,Air,Chain
7230,63.0,V2,80.0,74.4,Air,Chain
7231,63.0,V2,80.0,74.4,Air,Chain
7232,63.0,V2,80.0,74.4,Air,Chain
7233,65.0,V2,88.0,61.5,Air,Chain
7234,65.0,V2,88.0,61.5,Air,Chain
7239,61.0,V2,88.0,61.5,Air,Chain
7241,74.5,V2,88.0,66.0,Air,Chain
7242,134.0,V2,94.0,61.2,Liquid,Chain
7243,138.0,V2,94.0,61.2,Liquid,Chain
7244,138.0,V2,94.0,61.2,Liquid,Chain
7247,93.0,V2,92.0,64.0,Liquid,Chain
7248,100.0,V2,94.0,64.0,Liquid,Chain
7249,97.0,V2,94.0,64.0,Liquid,Chain
7250,102.0,V2,92.0,64.0,Liquid,Chain
7251,105.0,V2,92.0,64.0,Liquid,Chain
7252,93.0,V2,92.0,64.0,Liquid,Chain
7253,65.0,V2,86.0,74.4,Air,Chain
7254,65.0,V2,86.0,74.4,Air,Chain
7255,65.0,V2,86.0,74.4,Air,Chain
7256,65.0,V2,86.0,74.4,Air,Chain
7257,65.0,V2,86.0,74.4,Air,Chain
7258,65.0,V2,86.0,74.4,Air,Chain
7260,118.0,Twin,94.0,64.0,Liquid,Chain
7262,146.0,V2,100.0,57.2,Liquid,Chain
7263,148.0,V2,100.0,57.2,Liquid,Chain
7269,65.0,V2,86.0,74.4,Air,Chain
7270,70.0,V2,86.0,74.4,Air,Chain
7271,70.0,V2,86.0,74.4,Air,Chain
7272,70.0,V2,86.0,74.4,Air,Chain
7273,70.0,V2,86.0,74.4,Air,Chain
7274,61.0,V2,86.0,74.4,Air,Chain
7275,61.0,V2,86.0,74.4,Air,Chain
7276,61.0,V2,86.0,74.4,Air,Chain
7278,80.0,V2,92.0,68.0,Air,Chain
7279,70.0,V2,86.0,74.4,Air,Chain
7280,70.0,V2,86.0,74.4,Air,Chain
7281,70.0,V2,86.0,74.4,Air,Chain
7282,70.0,V2,86.0,74.4,Air,Chain
7283,70.0,V2,86.0,74.4,Air,Chain
7284,70.0,V2,86.0,74.4,Air,Chain
7285,65.0,V2,86.0,74.4,Air,Chain
7286,65.0,V2,86.0,74.4,Air,Chain
7287,65.0,V2,86.0,74.4,Air,Chain
7288,65.0,V2,86.0,74.4,Air,Chain
7294,65.0,V2,86.0,74.4,Air,Chain
7296,70.0,V2,86.0,74.4,Air,Chain
7297,65.0,V2,86.0,74.4,Air,Chain
7298,65.0,V2,86.0,74.4,Air,Chain
7299,69.0,V2,86.0,74.4,Air,Chain
7300,69.0,V2,86.0,74.4,Air,Chain
7301,69.0,V2,86.0,74.4,Air,Chain
7303,73.0,V2,92.0,68.0,Air,Chain
7304,73.0,V2,92.0,68.0,Air,Chain
7305,73.0,V2,92.0,68.0,Air,Chain
7306,73.0,V2,92.0,68.0,Air,Chain
7310,88.0,V2,92.0,68.0,Liquid,Chain
7311,88.0,V2,92.0,68.0,Liquid,Chain
7312,88.0,V2,92.0,68.0,Liquid,Chain
7313,90.0,V2,92.0,68.0,Liquid,Chain
7315,79.0,V2,92.0,68.0,Liquid,Chain
7328,157.0,V2,100.0,60.8,Liquid,Chain
7329,205.0,V2,116.0,60.8,Liquid,Chain
7330,150.0,V2,100.0,60.8,Liquid,Chain
7333,112.0,V2,98.0,66.0,Liquid,Chain
7337,123.0,V2,100.0,63.5,Liquid,Chain
7338,123.0,V2,100.0,63.5,Liquid,Chain
7339,139.0,V2,104.0,58.8,Liquid,Chain
7340,136.0,V2,100.0,63.5,Liquid,Chain
7341,124.0,V2,100.0,63.5,Liquid,Chain
7342,124.0,V2,100.0,63.5,Liquid,Chain
7343,140.0,V2,100.0,63.5,Liquid,Chain
7344,139.0,V2,104.0,58.8,Liquid,Chain
7345,150.0,V2,104.0,58.8,Liquid,Chain
7346,147.0,V2,104.0,58.8,Liquid,Chain
7347,136.0,V2,100.0,63.5,Liquid,Chain
7348,136.0,V2,100.0,63.5,Liquid,Chain
7349,143.0,V2,100.0,63.5,Liquid,Chain
7350,138.0,V2,100.0,63.5,Liquid,Chain
7351,141.0,V2,100.0,63.5,Liquid,Chain
7352,100.0,V4,84.5,56.0,Air,Shaft drive
7353,73.0,V2,88.0,66.0,Air,Chain
7354,110.0,V2,94.0,67.5,Liquid,Chain
7356,197.0,V4,86.0,42.6,Liquid,Chain
7357,24.0,Single cylinder,74.0,57.8,Air,Chain
7358,24.0,Single cylinder,74.0,57.8,Air,Chain
7359,24.0,Single cylinder,74.0,57.8,Air,Chain
7360,24.0,Single cylinder,74.0,57.8,Air,Chain
7363,159.0,V2,106.0,67.9,Liquid,Chain
7364,162.0,V2,106.0,67.9,Liquid,Chain
7367,162.0,V2,106.0,67.9,Liquid,Chain
7368,162.0,V2,106.0,67.9,Liquid,Chain
7369,162.0,V2,106.0,67.9,Liquid,Chain
7370,152.0,V2,106.0,67.9,Liquid,Chain
7371,155.0,V2,106.0,71.5,Liquid,Chain
7372,159.0,V2,106.0,71.5,Liquid,Chain
7373,162.0,V2,106.0,71.5,Liquid,Chain
7374,162.0,V2,106.0,71.5,Liquid,Chain
7375,157.0,V2,106.0,71.5,Liquid,Chain
7376,159.0,V2,106.0,71.5,Liquid,Chain
7377,162.0,V2,106.0,71.5,Liquid,Chain
7378,162.0,V2,106.0,67.9,Liquid,Chain
7380,162.0,V2,106.0,67.9,Liquid,Chain
7381,159.0,V2,106.0,67.9,Liquid,Chain
7382,162.0,V2,106.0,67.9,Liquid,Chain
7383,162.0,V2,106.0,67.9,Liquid,Chain
7384,162.0,V2,106.0,67.9,Liquid,Chain
7385,162.0,V2,106.0,67.9,Liquid,Chain
7386,152.0,V2,106.0,67.9,Liquid,Chain
7387,162.0,V2,106.0,67.9,Liquid,Chain
7388,162.0,V2,106.0,67.9,Liquid,Chain
7391,162.0,V2,106.0,67.9,Liquid,Chain
7392,152.0,V2,106.0,67.9,Liquid,Chain
7393,159.0,V2,106.0,67.9,Liquid,Chain
7394,159.0,V2,106.0,67.9,Liquid,Chain
7395,162.0,V2,106.0,67.9,Liquid,Chain
7396,18.0,Single cylinder,67.0,57.0,Air,Chain
7397,18.0,Single cylinder,67.0,57.0,Air,Chain
7398,18.0,Single cylinder,67.0,57.0,Air,Chain
7399,18.0,Single cylinder,67.0,57.0,Air,Chain
7400,18.0,Single cylinder,67.0,57.0,Air,Chain
7401,18.0,Single cylinder,67.0,57.0,Air,Chain
7403,90.8,V2,94.0,71.5,Air,Chain
7404,90.8,V2,94.0,71.5,Air,Chain
7406,110.0,V2,88.0,67.5,Liquid,Chain
7407,110.0,V2,88.0,67.5,Liquid,Chain
7408,110.0,V2,88.0,67.5,Liquid,Chain
7409,90.0,V2,98.0,71.5,Air,Chain
7410,90.0,V2,98.0,71.5,Air,Chain
7411,95.0,V2,98.0,71.5,Air,Chain
7412,95.0,V2,98.0,71.5,Air,Chain
7413,95.0,V2,98.0,71.5,Air,Chain
7414,95.0,V2,98.0,71.5,Air,Chain
7416,95.0,V2,98.0,71.5,Air,Chain
7417,95.0,V2,98.0,71.5,Air,Chain
7421,81.0,V2,88.0,66.0,Air,Chain
7422,81.0,V2,88.0,66.0,Air,Chain
7423,81.0,V2,88.0,66.0,Air,Chain
7424,113.0,V2,94.0,67.5,Liquid,Chain
7425,113.0,V2,94.0,67.5,Liquid,Chain
7426,110.0,V2,94.0,67.5,Liquid,Chain
7427,113.0,V2,94.0,67.5,Liquid,Chain
7428,113.0,V2,94.0,67.5,Liquid,Chain
7429,110.0,V2,94.0,67.5,Liquid,Chain
7430,112.0,V2,94.0,67.5,Liquid,Chain
7431,110.0,V2,94.0,67.5,Liquid,Chain
7432,114.0,V2,94.0,67.5,Liquid,Chain
7433,114.0,V2,94.0,67.5,Liquid,Chain
7434,112.0,V2,94.0,67.5,Liquid,Chain
7435,114.0,V2,94.0,67.5,Liquid,Chain
7436,114.0,V2,94.0,67.5,Liquid,Chain
7437,114.0,V2,94.0,67.5,Liquid,Chain
7438,110.0,V2,88.0,67.5,Liquid,Chain
7439,110.0,V2,88.0,67.5,Liquid,Chain
7440,110.0,V2,88.0,67.5,Liquid,Chain
7441,110.0,V2,88.0,67.5,Liquid,Chain
7442,110.0,V2,88.0,67.5,Liquid,Chain
7443,110.0,V2,88.0,67.5,Liquid,Chain
7444,113.0,V2,94.0,67.5,Liquid,Chain
7448,111.0,V2,94.0,67.5,Air,Chain
7450,84.0,V2,94.0,71.5,Air,Chain
7451,84.0,V2,94.0,71.5,Air,Chain
7453,84.0,V2,94.0,71.5,Air,Chain
7454,84.0,V2,94.0,71.5,Air,Chain
7455,93.6,V2,98.0,71.5,Air,Chain
7456,93.6,V2,98.0,71.5,Air,Chain
7457,100.0,V2,98.0,71.5,Air,Chain
7458,100.0,V2,98.0,71.5,Air,Chain
7459,100.0,V2,98.0,71.5,Air,Chain
7460,98.6,V2,98.0,71.5,Air,Chain
7461,98.6,V2,98.0,71.5,Air,Chain
7462,93.6,V2,98.0,71.5,Air,Chain
7464,135.0,V2,106.0,67.9,Liquid,Chain
7465,135.0,V2,106.0,67.9,Liquid,Chain
7466,135.0,V2,106.0,67.9,Liquid,Chain
7467,135.0,V2,106.0,67.9,Liquid,Chain
7468,135.0,V2,106.0,67.9,Liquid,Chain
7469,150.0,V2,106.0,67.9,Liquid,Chain
7470,147.0,V2,106.0,67.9,Liquid,Chain
7471,160.0,V2,106.0,67.9,Liquid,Chain
7472,150.0,V2,106.0,67.9,Liquid,Chain
7473,152.0,V2,106.0,67.9,Liquid,Chain
7474,152.0,V2,106.0,67.9,Liquid,Chain
7475,135.0,V2,106.0,67.9,Liquid,Chain
7476,145.0,V2,106.0,67.9,Liquid,Chain
7477,145.0,V2,106.0,67.9,Liquid,Chain
7478,150.0,V2,106.0,67.9,Liquid,Chain
7479,147.0,V2,106.0,67.9,Liquid,Chain
7480,147.0,V2,106.0,67.9,Liquid,Chain
7481,147.0,V2,106.0,67.9,Liquid,Chain
7482,145.0,V2,106.0,67.9,Liquid,Chain
7486,51.0,V2,80.0,58.0,Air,Chain
7488,62.2,V2,80.0,61.5,Air,Chain
7489,46.4,Twin,80.0,61.5,Air,Chain
7490,62.2,V2,80.0,61.5,Air,Chain
7491,60.0,V2,80.0,61.5,Air,Chain
7492,60.0,V2,80.0,61.5,Air,Chain
7493,60.0,V2,80.0,61.8,Air,Chain
7494,60.0,V2,80.0,61.8,Air,Chain
7495,60.0,V2,80.0,61.8,Air,Chain
7496,60.0,V2,80.0,61.5,Air,Chain
7497,60.0,V2,80.0,61.5,Air,Chain
7498,60.0,V2,80.0,61.5,Air,Chain
7499,72.0,V2,88.0,57.2,Air,Chain
7500,72.0,V2,88.0,57.2,Air,Chain
7501,78.9,V2,88.0,57.2,Air,Chain
7502,78.9,V2,88.0,57.2,Air,Chain
7503,78.9,V2,88.0,57.2,Air,Chain
7504,78.9,V2,88.0,57.2,Air,Chain
7505,78.9,V2,88.0,57.2,Air,Chain
7506,78.9,V2,88.0,57.2,Air,Chain
7507,87.0,V2,88.0,66.0,Air,Chain
7508,78.9,V2,88.0,57.2,Air,Chain
7511,64.0,V2,88.0,61.5,Air,Chain
7512,64.0,V2,88.0,61.5,Air,Chain
7513,85.8,V2,88.0,66.0,Air,Chain
7514,85.8,V2,88.0,66.0,Air,Chain
7515,85.8,V2,88.0,66.0,Air,Chain
7516,85.8,V2,88.0,66.0,Air,Chain
7517,85.8,V2,88.0,66.0,Air,Chain
7518,85.8,V2,88.0,66.0,Air,Chain
7519,85.8,V2,88.0,66.0,Air,Chain
7520,85.8,V2,88.0,66.0,Air,Chain
7521,85.8,V2,88.0,66.0,Air,Chain
7522,87.0,V2,88.0,66.0,Air,Chain
7523,85.8,V2,88.0,66.0,Air,Chain
7524,87.0,V2,88.0,66.0,Air,Chain
7525,87.0,V2,88.0,66.0,Air,Chain
7526,75.0,V2,88.0,66.0,Air,Chain
7527,73.0,V2,88.0,66.0,Air,Chain
7528,73.0,V2,88.0,66.0,Air,Chain
7529,73.0,V2,88.0,66.0,Air,Chain
7530,73.0,V2,88.0,66.0,Air,Chain
7531,73.0,V2,88.0,66.0,Air,Chain
7532,73.0,V2,88.0,66.0,Air,Chain
7533,73.0,V2,88.0,66.0,Air,Chain
7534,112.0,V2,88.0,67.5,Air,Chain
7535,112.0,V2,88.0,67.5,Air,Chain
7536,112.0,V2,88.0,67.5,Air,Chain
7537,109.0,V2,88.0,67.5,Air,Chain
7538,109.0,V2,88.0,67.5,Air,Chain
7539,109.0,V2,88.0,67.5,Air,Chain
7540,109.0,V2,88.0,67.5,Air,Chain
7541,112.0,V2,88.0,67.5,Air,Chain
7542,112.0,V2,88.0,67.5,Air,Chain
7543,109.0,V2,88.0,67.5,Air,Chain
7544,112.0,V2,88.0,67.5,Air,Chain
7545,112.0,V2,88.0,67.5,Air,Chain
7546,112.0,V2,88.0,67.5,Air,Chain
7550,78.0,V2,92.0,68.0,Air,Chain
7551,78.0,V2,92.0,68.0,Air,Chain
7552,98.6,V2,98.0,71.5,Air,Chain
7553,53.0,V2,80.0,58.0,Oil & air,Chain
7554,64.0,V2,88.0,61.5,Oil & air,Chain
7555,111.0,V2,94.0,67.5,Air,Chain
7558,87.0,V2,88.0,66.0,Air,Chain
7559,93.9,V2,94.0,71.5,Air,Chain
7560,93.9,V2,94.0,71.5,Air,Chain
7561,76.0,V2,88.0,66.0,Air,Chain
7563,101.0,V2,94.0,66.0,Liquid,Chain
7564,113.0,V2,96.0,68.8,Liquid,Chain
7565,113.0,V2,98.0,66.0,Liquid,Chain
7566,115.0,Twin,98.0,66.0,Liquid,Chain
7567,115.0,V2,98.0,66.0,Liquid,Chain
7570,128.0,V2,100.0,63.5,Liquid,Chain
7571,128.0,V2,100.0,63.5,Liquid,Chain
7572,128.0,V2,100.0,63.5,Liquid,Chain
7574,76.0,V2,88.0,66.0,Air,Chain
7575,93.9,V2,94.0,71.5,Air,Chain
7576,76.0,V2,88.0,66.0,Air,Chain
7578,84.0,V2,94.0,71.5,Air,Chain
7579,84.0,V2,94.0,71.5,Air,Chain
7580,67.7,V2,94.0,71.5,Air,Chain
7581,90.8,V2,94.0,71.5,Air,Chain
7583,90.8,V2,94.0,71.5,Air,Chain
7584,93.9,V2,98.0,71.5,Air,Chain
7585,93.9,V2,98.0,71.5,Air,Chain
7586,93.9,V2,98.0,71.5,Air,Chain
7590,150.0,V2,106.0,67.9,Liquid,Chain
7591,150.0,V2,106.0,67.9,Liquid,Chain
7592,150.0,V2,106.0,67.9,Liquid,Chain
7593,147.0,V2,106.0,67.9,Liquid,Chain
7594,147.0,V2,106.0,67.9,Liquid,Chain
7595,160.0,V2,106.0,67.9,Liquid,Chain
7596,160.0,V2,106.0,67.9,Liquid,Chain
7597,160.0,V2,106.0,67.9,Liquid,Chain
7598,160.0,V2,106.0,67.9,Liquid,Chain
7599,160.0,V2,106.0,67.9,Liquid,Chain
7600,152.0,V2,106.0,67.9,Liquid,Chain
7601,160.0,V2,106.0,67.9,Liquid,Chain
7602,152.0,V2,106.0,67.9,Liquid,Chain
7603,160.0,V2,106.0,67.9,Liquid,Chain
7604,160.0,V2,106.0,67.9,Liquid,Chain
7606,160.0,V2,106.0,67.9,Liquid,Chain
7607,160.0,V2,106.0,67.9,Liquid,Chain
7608,160.0,V2,106.0,67.9,Liquid,Chain
7609,160.0,V2,106.0,67.9,Liquid,Chain
7610,160.0,V2,106.0,67.9,Liquid,Chain
7611,160.0,V2,106.0,67.9,Liquid,Chain
7612,147.0,V2,106.0,67.9,Liquid,Chain
7613,150.0,V2,106.0,67.9,Liquid,Chain
7614,150.0,V2,106.0,67.9,Liquid,Chain
7615,147.0,V2,106.0,67.9,Liquid,Chain
7616,147.0,V2,106.0,67.9,Liquid,Chain
7617,150.0,V2,106.0,67.9,Liquid,Chain
7618,150.0,V2,106.0,67.9,Liquid,Chain
7619,150.0,V2,106.0,67.9,Liquid,Chain
7620,150.0,V2,106.0,67.9,Liquid,Chain
7621,147.0,V2,106.0,67.9,Liquid,Chain
7622,147.0,V2,106.0,67.9,Liquid,Chain
7623,158.0,V2,106.0,71.5,Liquid,Chain
7624,158.0,V2,106.0,71.5,Liquid,Chain
7625,158.0,V2,106.0,71.5,Liquid,Chain
7626,158.0,V2,106.0,71.5,Liquid,Chain
7627,158.0,V2,106.0,71.5,Liquid,Chain
7628,158.0,V2,106.0,71.5,Liquid,Chain
7629,158.0,V2,106.0,71.5,Liquid,Chain
7630,158.0,V2,106.0,71.5,Liquid,Chain
7631,158.0,V2,106.0,71.5,Liquid,Chain
7632,158.0,V2,106.0,71.5,Liquid,Chain
7633,158.0,V2,106.0,71.5,Liquid,Chain
7634,158.0,V2,106.0,71.5,Liquid,Chain
7635,158.0,V2,106.0,71.5,Liquid,Chain
7636,158.0,V2,106.0,71.5,Liquid,Chain
7637,158.0,V2,106.0,71.5,Liquid,Chain
7638,158.0,V2,106.0,71.5,Liquid,Chain
7640,62.2,V2,80.0,61.5,Air,Chain
7641,46.4,V2,80.0,61.5,Air,Chain
7642,62.2,V2,80.0,61.5,Air,Chain
7643,160.0,V2,94.0,67.5,Liquid,Chain
7644,113.0,V2,94.0,67.5,Liquid,Chain
7645,113.0,V2,94.0,67.5,Liquid,Chain
7646,113.0,V2,94.0,67.5,Liquid,Chain
7647,113.0,V2,94.0,67.5,Liquid,Chain
7648,113.0,V2,94.0,67.5,Liquid,Chain
7649,113.0,V2,94.0,67.5,Liquid,Chain
7650,113.0,V2,94.0,67.5,Liquid,Chain
7651,113.0,V2,94.0,67.5,Liquid,Chain
7652,93.0,V2,94.0,67.5,Liquid,Chain
7653,93.0,V2,94.0,67.5,Liquid,Chain
7654,179.0,V4,83.0,53.5,Liquid,Chain
7655,170.0,V4,83.0,53.5,Liquid,Chain
7656,170.0,V4,83.0,53.5,Liquid,Chain
7657,179.0,V4,83.0,53.5,Liquid,Chain
7658,170.0,V4,83.0,53.5,Liquid,Chain
7659,179.0,V4,83.0,53.5,Liquid,Chain
7660,170.0,V4,83.0,53.5,Liquid,Chain
7661,209.0,V2,116.0,60.8,Liquid,Chain
7662,209.0,V2,116.0,60.8,Liquid,Chain
7663,150.0,V2,100.0,60.8,Liquid,Chain
7664,150.0,V2,100.0,60.8,Liquid,Chain
7665,150.0,V2,100.0,60.8,Liquid,Chain
7666,205.0,V2,112.0,60.8,Liquid,Chain
7667,205.0,V2,112.0,60.8,Liquid,Chain
7668,205.0,V2,112.0,60.8,Liquid,Chain
7669,221.0,V4,81.0,48.4,Liquid,Chain
7670,155.0,V2,100.0,60.8,Liquid,Chain
7671,155.0,V2,100.0,60.8,Liquid,Chain
7672,152.0,V2,100.0,60.8,Liquid,Chain
7673,152.0,V2,100.0,60.8,Liquid,Chain
7675,214.0,V4,81.0,53.5,Liquid,Chain
7676,214.0,V4,81.0,53.5,Liquid,Chain
7677,215.0,V4,81.0,53.5,Liquid,Chain
7678,217.0,V4,81.0,48.4,Liquid,Chain
7679,221.0,V4,81.0,48.4,Liquid,Chain
7680,221.0,V4,81.0,48.4,Liquid,Chain
7682,214.0,V4,81.0,53.6,Liquid,Chain
7683,214.0,V4,81.0,53.5,Liquid,Chain
7684,215.0,V4,81.0,53.5,Liquid,Chain
7685,214.0,V4,81.0,53.5,Liquid,Chain
7686,226.0,V4,81.0,53.5,Liquid,Chain
7687,226.0,V4,81.0,53.5,Liquid,Chain
7688,101.0,V2,94.0,66.0,Liquid,Chain
7689,27.0,Single cylinder,87.0,75.0,Air,Chain
7690,27.0,Single cylinder,87.0,75.0,Air,Chain
7691,84.5,V2,98.0,71.0,Air,Chain
7692,84.5,V2,98.0,71.0,Air,Chain
7693,86.0,V2,98.0,71.0,Air,Chain
7694,86.0,V2,98.0,71.0,Air,Chain
7695,86.0,V2,98.0,71.0,Air,Chain
7696,84.5,V2,98.0,71.0,Air,Chain
7697,86.0,V2,98.0,71.0,Air,Chain
7698,84.5,V2,98.0,71.0,Air,Chain
7699,84.5,V2,98.0,71.0,Air,Chain
7700,86.0,V2,98.0,71.0,Air,Chain
7701,86.0,V2,98.0,71.0,Air,Chain
7702,75.0,V2,88.0,66.0,Air,Chain
7703,73.0,V2,88.0,66.0,Air,Chain
7704,73.0,V2,88.0,66.0,Air,Chain
7705,73.0,V2,88.0,66.0,Air,Chain
7706,73.8,V2,88.0,66.0,Air,Chain
7707,75.0,V2,88.0,66.0,Air,Chain
7708,73.0,V2,88.0,66.0,Air,Chain
7709,75.0,V2,88.0,66.0,Air,Chain
7710,73.0,V2,88.0,66.0,Air,Chain
7711,73.0,V2,88.0,66.0,Air,Chain
7712,73.0,V2,88.0,66.0,Air,Chain
7713,73.0,V2,88.0,66.0,Air,Chain
7714,73.0,V2,88.0,66.0,Air,Chain
7715,73.0,V2,88.0,66.0,Air,Chain
7717,73.8,V2,88.0,66.0,Air,Chain
7718,75.0,V2,88.0,66.0,Air,Chain
7719,75.0,V2,88.0,66.0,Air,Chain
7720,73.0,V2,88.0,66.0,Air,Chain
7721,73.0,V2,88.0,66.0,Air,Chain
7722,73.0,V2,88.0,66.0,Air,Chain
7723,75.0,V2,88.0,66.0,Air,Chain
7724,75.0,V2,88.0,66.0,Air,Chain
7725,73.0,V2,88.0,66.0,Air,Chain
7726,73.0,V2,88.0,66.0,Air,Chain
7727,71.9,V2,88.0,66.0,Air,Chain
7728,73.0,V2,88.0,66.0,Air,Chain
7729,72.4,V2,88.0,66.0,Air,Chain
7730,73.0,V2,88.0,66.0,Air,Chain
7731,73.0,V2,88.0,66.0,Air,Chain
7732,73.8,V2,88.0,66.0,Air,Chain
7733,73.0,V2,88.0,66.0,Air,Chain
7734,73.0,V2,88.0,66.0,Air,Chain
7735,73.8,V2,88.0,66.0,Air,Chain
7736,40.0,V2,72.0,49.0,Air,Chain
7737,40.0,V2,72.0,49.0,Air,Chain
7738,40.0,V2,72.0,49.0,Air,Chain
7739,40.0,V2,72.0,49.0,Air,Chain
7740,73.0,V2,88.0,66.0,Air,Chain
7741,73.0,V2,88.0,66.0,Air,Chain
7742,75.0,V2,88.0,66.0,Air,Chain
7743,73.0,V2,88.0,66.0,Air,Chain
7744,20.0,Single cylinder,76.0,75.0,Air,Chain
7745,20.0,Single cylinder,76.0,75.0,Air,Chain
7746,20.0,Single cylinder,76.0,75.0,Air,Chain
7749,90.8,V2,94.0,71.5,Air,Chain
7750,90.8,V2,94.0,71.5,Air,Chain
7751,90.8,V2,94.0,71.5,Air,Chain
7754,90.8,V2,94.0,71.5,Air,Chain
7755,90.8,V2,94.0,71.5,Air,Chain
7756,92.0,V2,94.0,71.5,Air,Chain
7757,90.8,V2,94.0,71.5,Air,Chain
7758,90.8,V2,94.0,71.5,Air,Chain
7759,90.8,V2,94.0,71.5,Air,Chain
7761,90.8,V2,94.0,71.5,Air,Chain
7770,64.0,V2,88.0,61.5,Air,Chain
7774,80.0,V2,92.0,68.0,Oil & air,Chain
7775,80.0,V2,92.0,68.0,Air,Chain
7777,83.0,V2,94.0,68.0,Liquid,Chain
7778,102.0,V2,94.0,71.5,Liquid,Chain
7780,105.0,V2,94.0,66.0,Liquid,Chain
7782,117.0,V2,98.0,66.0,Liquid,Chain
7783,117.0,V2,98.0,66.0,Liquid,Chain
7784,117.0,V2,98.0,66.0,Liquid,Chain
7787,83.0,V2,94.0,68.0,Liquid,Chain
7789,83.0,V2,94.0,68.0,Liquid,Chain
7790,102.0,V2,94.0,71.5,Liquid,Chain
7791,105.0,V2,94.0,71.5,Liquid,Chain
7792,105.0,V2,94.0,71.5,Liquid,Chain
7795,105.0,V2,94.0,66.0,Liquid,Chain
7797,105.0,V2,94.0,66.0,Liquid,Chain
7798,89.1,V2,98.0,66.0,Liquid,Chain
7799,89.1,V2,98.0,66.0,Liquid,Chain
7800,117.0,V2,98.0,66.0,Liquid,Chain
7801,117.0,V2,98.0,66.0,Liquid,Chain
7803,155.0,V2,104.0,64.7,Liquid,Chain
7804,155.0,V2,104.0,64.7,Liquid,Chain
7805,132.0,V2,94.0,61.2,Liquid,Chain
7806,130.0,V2,94.0,61.2,Liquid,Chain
7807,132.0,V2,94.0,61.2,Liquid,Chain
7808,132.0,V2,94.0,61.2,Liquid,Chain
7811,155.0,V2,104.0,64.7,Liquid,Chain
7812,155.0,V2,104.0,64.7,Liquid,Chain
7813,152.0,V2,104.0,64.7,Liquid,Chain
7814,152.0,V2,104.0,64.7,Liquid,Chain
7815,208.0,V4,81.0,53.5,Liquid,Chain
7816,208.0,V4,81.0,53.5,Liquid,Chain
7817,208.0,V4,81.0,53.5,Liquid,Chain
7818,208.0,V4,81.0,53.5,Liquid,Chain
7819,160.0,V2,104.0,64.7,Liquid,Chain
7820,134.0,V2,104.0,64.7,Liquid,Chain
7821,180.0,V2,106.0,67.9,Liquid,Chain
7825,180.0,V2,106.0,67.9,Liquid,Chain
7827,170.0,V2,106.0,67.9,Liquid,Chain
7828,170.0,V2,94.0,61.2,Liquid,Chain
7830,170.0,V2,106.0,67.9,Liquid,Chain
7831,170.0,V2,106.0,67.9,Liquid,Chain
7832,134.0,V2,94.0,61.2,Liquid,Chain
7833,134.0,V2,94.0,61.2,Liquid,Chain
7834,140.0,V2,94.0,61.2,Liquid,Chain
7835,140.0,V2,94.0,61.2,Liquid,Chain
7836,140.0,V2,94.0,61.2,Liquid,Chain
7837,140.0,V2,94.0,61.2,Liquid,Chain
7838,147.0,V2,104.0,58.8,Liquid,Chain
7839,200.0,V2,106.0,67.9,Liquid,Chain
7840,215.0,V2,116.0,67.9,Liquid,Chain
7841,221.0,V4,81.0,48.4,Liquid,Chain
7842,113.0,V2,94.0,67.5,Liquid,Chain
7843,110.0,V2,94.0,67.5,Liquid,Chain
7844,110.0,V2,94.0,67.5,Liquid,Chain
7845,85.5,V2,94.0,71.5,Air,Chain
7847,93.7,V2,94.0,71.5,Air,Chain
7848,85.5,V2,94.0,71.5,Air,Chain
7849,85.5,V2,94.0,71.5,Air,Chain
7850,74.5,V2,88.0,66.0,Air,Chain
7851,74.5,V2,88.0,66.0,Air,Chain
7852,110.0,V2,94.0,67.5,Liquid,Chain
7853,110.0,V2,94.0,67.5,Liquid,Chain
7854,113.0,V2,94.0,67.5,Liquid,Chain
7855,113.0,V2,94.0,67.5,Liquid,Chain
7856,108.0,V2,94.0,67.5,Liquid,Chain
7857,110.0,V2,94.0,67.5,Liquid,Chain
7858,156.0,V2,106.0,71.5,Liquid,Belt
7859,156.0,V2,106.0,71.5,Liquid,Belt
7860,152.0,V2,106.0,71.5,Liquid,Belt
7861,152.0,V2,106.0,71.5,Liquid,Belt
7865,156.0,V2,106.0,71.5,Liquid,Belt
7866,156.0,V2,106.0,71.5,Liquid,Belt
7867,152.0,V2,106.0,71.5,Liquid,Belt
7868,152.0,V2,106.0,71.5,Liquid,Belt
7871,152.0,V2,106.0,71.5,Liquid,Belt
7883,10.5,Single cylinder,61.0,60.0,Air,Chain
7884,10.5,Single cylinder,61.0,60.0,Air,Chain
7885,10.5,Single cylinder,61.0,60.0,Air,Chain
7886,10.5,Single cylinder,61.0,60.0,Air,Chain
7887,10.5,Single cylinder,61.0,60.0,Air,Chain
7888,12.0,Single cylinder,61.0,64.0,Air,Chain
7889,12.0,Single cylinder,61.0,64.0,Air,Chain
7890,12.0,Single cylinder,61.0,64.0,Air,Chain
7891,12.0,Single cylinder,61.0,64.0,Air,Chain
7892,12.0,Single cylinder,61.0,64.0,Air,Chain
7954,24.1,Single cylinder,67.0,65.0,Liquid,Chain
7955,24.1,Single cylinder,72.0,65.0,Liquid,Chain
